id,zone,in_type,in_number,in_channel,modifier,grid_mode,action,target,slot,transport,control_path,value_type,value,led_state_source,led_palette,notes
PAD_S2_T4_FXBYP,GRID_FX,note,87,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,2,ws,/parameter/by-id/{fx[COMPOSITION:2].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:2].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T4_FXCAP,GRID_FX,note,87,1,SELECT,FX,fx_capture_on_value,COMPOSITION,2,internal,fx[COMPOSITION:2].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T4_FXOP,GRID_FX,note,79,1,,FX,fx_opacity_toggle,COMPOSITION,3,ws,/parameter/by-id/{fx[COMPOSITION:3].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:3].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T4_FXBYP,GRID_FX,note,79,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,3,ws,/parameter/by-id/{fx[COMPOSITION:3].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:3].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T4_FXCAP,GRID_FX,note,79,1,SELECT,FX,fx_capture_on_value,COMPOSITION,3,internal,fx[COMPOSITION:3].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T4_FXOP,GRID_FX,note,71,1,,FX,fx_opacity_toggle,COMPOSITION,4,ws,/parameter/by-id/{fx[COMPOSITION:4].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:4].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T4_FXBYP,GRID_FX,note,71,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,4,ws,/parameter/by-id/{fx[COMPOSITION:4].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:4].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T4_FXCAP,GRID_FX,note,71,1,SELECT,FX,fx_capture_on_value,COMPOSITION,4,internal,fx[COMPOSITION:4].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T4_FXOP,GRID_FX,note,63,1,,FX,fx_opacity_toggle,COMPOSITION,5,ws,/parameter/by-id/{fx[COMPOSITION:5].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:5].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T4_FXBYP,GRID_FX,note,63,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,5,ws,/parameter/by-id/{fx[COMPOSITION:5].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:5].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T4_FXCAP,GRID_FX,note,63,1,SELECT,FX,fx_capture_on_value,COMPOSITION,5,internal,fx[COMPOSITION:5].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T4_FXOP,GRID_FX,note,55,1,,FX,fx_opacity_toggle,COMPOSITION,6,ws,/parameter/by-id/{fx[COMPOSITION:6].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:6].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T4_FXBYP,GRID_FX,note,55,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,6,ws,/parameter/by-id/{fx[COMPOSITION:6].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:6].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T4_FXCAP,GRID_FX,note,55,1,SELECT,FX,fx_capture_on_value,COMPOSITION,6,internal,fx[COMPOSITION:6].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T4_FXOP,GRID_FX,note,47,1,,FX,fx_opacity_toggle,COMPOSITION,7,ws,/parameter/by-id/{fx[COMPOSITION:7].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:7].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T4_FXBYP,GRID_FX,note,47,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,7,ws,/parameter/by-id/{fx[COMPOSITION:7].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:7].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T4_FXCAP,GRID_FX,note,47,1,SELECT,FX,fx_capture_on_value,COMPOSITION,7,internal,fx[COMPOSITION:7].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T4_FXOP,GRID_FX,note,39,1,,FX,fx_opacity_toggle,COMPOSITION,8,ws,/parameter/by-id/{fx[COMPOSITION:8].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:8].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T4_FXBYP,GRID_FX,note,39,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,8,ws,/parameter/by-id/{fx[COMPOSITION:8].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:8].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T4_FXCAP,GRID_FX,note,39,1,SELECT,FX,fx_capture_on_value,COMPOSITION,8,internal,fx[COMPOSITION:8].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T5_FXOP,GRID_FX,note,96,1,,FX,fx_opacity_toggle,LAYER1,9,ws,/parameter/by-id/{fx[LAYER1:9].opacity_id},float,0.0<->on_value,"fx[LAYER1:9].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T5_FXBYP,GRID_FX,note,96,1,SHIFT,FX,fx_bypass_toggle,LAYER1,9,ws,/parameter/by-id/{fx[LAYER1:9].bypassed_id},bool_as_int,0|1,fx[LAYER1:9].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T5_FXCAP,GRID_FX,note,96,1,SELECT,FX,fx_capture_on_value,LAYER1,9,internal,fx[LAYER1:9].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T5_FXOP,GRID_FX,note,88,1,,FX,fx_opacity_toggle,LAYER1,10,ws,/parameter/by-id/{fx[LAYER1:10].opacity_id},float,0.0<->on_value,"fx[LAYER1:10].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T5_FXBYP,GRID_FX,note,88,1,SHIFT,FX,fx_bypass_toggle,LAYER1,10,ws,/parameter/by-id/{fx[LAYER1:10].bypassed_id},bool_as_int,0|1,fx[LAYER1:10].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T5_FXCAP,GRID_FX,note,88,1,SELECT,FX,fx_capture_on_value,LAYER1,10,internal,fx[LAYER1:10].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T5_FXOP,GRID_FX,note,80,1,,FX,fx_opacity_toggle,LAYER1,11,ws,/parameter/by-id/{fx[LAYER1:11].opacity_id},float,0.0<->on_value,"fx[LAYER1:11].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T5_FXBYP,GRID_FX,note,80,1,SHIFT,FX,fx_bypass_toggle,LAYER1,11,ws,/parameter/by-id/{fx[LAYER1:11].bypassed_id},bool_as_int,0|1,fx[LAYER1:11].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T5_FXCAP,GRID_FX,note,80,1,SELECT,FX,fx_capture_on_value,LAYER1,11,internal,fx[LAYER1:11].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T5_FXOP,GRID_FX,note,72,1,,FX,fx_opacity_toggle,LAYER1,12,ws,/parameter/by-id/{fx[LAYER1:12].opacity_id},float,0.0<->on_value,"fx[LAYER1:12].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T5_FXBYP,GRID_FX,note,72,1,SHIFT,FX,fx_bypass_toggle,LAYER1,12,ws,/parameter/by-id/{fx[LAYER1:12].bypassed_id},bool_as_int,0|1,fx[LAYER1:12].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T5_FXCAP,GRID_FX,note,72,1,SELECT,FX,fx_capture_on_value,LAYER1,12,internal,fx[LAYER1:12].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T5_FXOP,GRID_FX,note,64,1,,FX,fx_opacity_toggle,LAYER1,13,ws,/parameter/by-id/{fx[LAYER1:13].opacity_id},float,0.0<->on_value,"fx[LAYER1:13].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T5_FXBYP,GRID_FX,note,64,1,SHIFT,FX,fx_bypass_toggle,LAYER1,13,ws,/parameter/by-id/{fx[LAYER1:13].bypassed_id},bool_as_int,0|1,fx[LAYER1:13].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T5_FXCAP,GRID_FX,note,64,1,SELECT,FX,fx_capture_on_value,LAYER1,13,internal,fx[LAYER1:13].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T5_FXOP,GRID_FX,note,56,1,,FX,fx_opacity_toggle,LAYER1,14,ws,/parameter/by-id/{fx[LAYER1:14].opacity_id},float,0.0<->on_value,"fx[LAYER1:14].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T5_FXBYP,GRID_FX,note,56,1,SHIFT,FX,fx_bypass_toggle,LAYER1,14,ws,/parameter/by-id/{fx[LAYER1:14].bypassed_id},bool_as_int,0|1,fx[LAYER1:14].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T5_FXCAP,GRID_FX,note,56,1,SELECT,FX,fx_capture_on_value,LAYER1,14,internal,fx[LAYER1:14].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T5_FXOP,GRID_FX,note,48,1,,FX,fx_opacity_toggle,LAYER1,15,ws,/parameter/by-id/{fx[LAYER1:15].opacity_id},float,0.0<->on_value,"fx[LAYER1:15].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T5_FXBYP,GRID_FX,note,48,1,SHIFT,FX,fx_bypass_toggle,LAYER1,15,ws,/parameter/by-id/{fx[LAYER1:15].bypassed_id},bool_as_int,0|1,fx[LAYER1:15].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T5_FXCAP,GRID_FX,note,48,1,SELECT,FX,fx_capture_on_value,LAYER1,15,internal,fx[LAYER1:15].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T5_FXOP,GRID_FX,note,40,1,,FX,fx_opacity_toggle,LAYER1,16,ws,/parameter/by-id/{fx[LAYER1:16].opacity_id},float,0.0<->on_value,"fx[LAYER1:16].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T5_FXBYP,GRID_FX,note,40,1,SHIFT,FX,fx_bypass_toggle,LAYER1,16,ws,/parameter/by-id/{fx[LAYER1:16].bypassed_id},bool_as_int,0|1,fx[LAYER1:16].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T5_FXCAP,GRID_FX,note,40,1,SELECT,FX,fx_capture_on_value,LAYER1,16,internal,fx[LAYER1:16].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T6_FXOP,GRID_FX,note,97,1,,FX,fx_opacity_toggle,LAYER2,9,ws,/parameter/by-id/{fx[LAYER2:9].opacity_id},float,0.0<->on_value,"fx[LAYER2:9].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T6_FXBYP,GRID_FX,note,97,1,SHIFT,FX,fx_bypass_toggle,LAYER2,9,ws,/parameter/by-id/{fx[LAYER2:9].bypassed_id},bool_as_int,0|1,fx[LAYER2:9].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T6_FXCAP,GRID_FX,note,97,1,SELECT,FX,fx_capture_on_value,LAYER2,9,internal,fx[LAYER2:9].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T6_FXOP,GRID_FX,note,89,1,,FX,fx_opacity_toggle,LAYER2,10,ws,/parameter/by-id/{fx[LAYER2:10].opacity_id},float,0.0<->on_value,"fx[LAYER2:10].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T6_FXBYP,GRID_FX,note,89,1,SHIFT,FX,fx_bypass_toggle,LAYER2,10,ws,/parameter/by-id/{fx[LAYER2:10].bypassed_id},bool_as_int,0|1,fx[LAYER2:10].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T6_FXCAP,GRID_FX,note,89,1,SELECT,FX,fx_capture_on_value,LAYER2,10,internal,fx[LAYER2:10].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T6_FXOP,GRID_FX,note,81,1,,FX,fx_opacity_toggle,LAYER2,11,ws,/parameter/by-id/{fx[LAYER2:11].opacity_id},float,0.0<->on_value,"fx[LAYER2:11].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T6_FXBYP,GRID_FX,note,81,1,SHIFT,FX,fx_bypass_toggle,LAYER2,11,ws,/parameter/by-id/{fx[LAYER2:11].bypassed_id},bool_as_int,0|1,fx[LAYER2:11].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T6_FXCAP,GRID_FX,note,81,1,SELECT,FX,fx_capture_on_value,LAYER2,11,internal,fx[LAYER2:11].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T6_FXOP,GRID_FX,note,73,1,,FX,fx_opacity_toggle,LAYER2,12,ws,/parameter/by-id/{fx[LAYER2:12].opacity_id},float,0.0<->on_value,"fx[LAYER2:12].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T6_FXBYP,GRID_FX,note,73,1,SHIFT,FX,fx_bypass_toggle,LAYER2,12,ws,/parameter/by-id/{fx[LAYER2:12].bypassed_id},bool_as_int,0|1,fx[LAYER2:12].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T6_FXCAP,GRID_FX,note,73,1,SELECT,FX,fx_capture_on_value,LAYER2,12,internal,fx[LAYER2:12].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T6_FXOP,GRID_FX,note,65,1,,FX,fx_opacity_toggle,LAYER2,13,ws,/parameter/by-id/{fx[LAYER2:13].opacity_id},float,0.0<->on_value,"fx[LAYER2:13].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T6_FXBYP,GRID_FX,note,65,1,SHIFT,FX,fx_bypass_toggle,LAYER2,13,ws,/parameter/by-id/{fx[LAYER2:13].bypassed_id},bool_as_int,0|1,fx[LAYER2:13].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T6_FXCAP,GRID_FX,note,65,1,SELECT,FX,fx_capture_on_value,LAYER2,13,internal,fx[LAYER2:13].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T6_FXOP,GRID_FX,note,57,1,,FX,fx_opacity_toggle,LAYER2,14,ws,/parameter/by-id/{fx[LAYER2:14].opacity_id},float,0.0<->on_value,"fx[LAYER2:14].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T6_FXBYP,GRID_FX,note,57,1,SHIFT,FX,fx_bypass_toggle,LAYER2,14,ws,/parameter/by-id/{fx[LAYER2:14].bypassed_id},bool_as_int,0|1,fx[LAYER2:14].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T6_FXCAP,GRID_FX,note,57,1,SELECT,FX,fx_capture_on_value,LAYER2,14,internal,fx[LAYER2:14].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T6_FXOP,GRID_FX,note,49,1,,FX,fx_opacity_toggle,LAYER2,15,ws,/parameter/by-id/{fx[LAYER2:15].opacity_id},float,0.0<->on_value,"fx[LAYER2:15].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T6_FXBYP,GRID_FX,note,49,1,SHIFT,FX,fx_bypass_toggle,LAYER2,15,ws,/parameter/by-id/{fx[LAYER2:15].bypassed_id},bool_as_int,0|1,fx[LAYER2:15].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T6_FXCAP,GRID_FX,note,49,1,SELECT,FX,fx_capture_on_value,LAYER2,15,internal,fx[LAYER2:15].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T6_FXOP,GRID_FX,note,41,1,,FX,fx_opacity_toggle,LAYER2,16,ws,/parameter/by-id/{fx[LAYER2:16].opacity_id},float,0.0<->on_value,"fx[LAYER2:16].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T6_FXBYP,GRID_FX,note,41,1,SHIFT,FX,fx_bypass_toggle,LAYER2,16,ws,/parameter/by-id/{fx[LAYER2:16].bypassed_id},bool_as_int,0|1,fx[LAYER2:16].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T6_FXCAP,GRID_FX,note,41,1,SELECT,FX,fx_capture_on_value,LAYER2,16,internal,fx[LAYER2:16].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T7_FXOP,GRID_FX,note,98,1,,FX,fx_opacity_toggle,LAYER3,9,ws,/parameter/by-id/{fx[LAYER3:9].opacity_id},float,0.0<->on_value,"fx[LAYER3:9].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T7_FXBYP,GRID_FX,note,98,1,SHIFT,FX,fx_bypass_toggle,LAYER3,9,ws,/parameter/by-id/{fx[LAYER3:9].bypassed_id},bool_as_int,0|1,fx[LAYER3:9].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T7_FXCAP,GRID_FX,note,98,1,SELECT,FX,fx_capture_on_value,LAYER3,9,internal,fx[LAYER3:9].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T7_FXOP,GRID_FX,note,90,1,,FX,fx_opacity_toggle,LAYER3,10,ws,/parameter/by-id/{fx[LAYER3:10].opacity_id},float,0.0<->on_value,"fx[LAYER3:10].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T7_FXBYP,GRID_FX,note,90,1,SHIFT,FX,fx_bypass_toggle,LAYER3,10,ws,/parameter/by-id/{fx[LAYER3:10].bypassed_id},bool_as_int,0|1,fx[LAYER3:10].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T7_FXCAP,GRID_FX,note,90,1,SELECT,FX,fx_capture_on_value,LAYER3,10,internal,fx[LAYER3:10].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T7_FXOP,GRID_FX,note,82,1,,FX,fx_opacity_toggle,LAYER3,11,ws,/parameter/by-id/{fx[LAYER3:11].opacity_id},float,0.0<->on_value,"fx[LAYER3:11].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T7_FXBYP,GRID_FX,note,82,1,SHIFT,FX,fx_bypass_toggle,LAYER3,11,ws,/parameter/by-id/{fx[LAYER3:11].bypassed_id},bool_as_int,0|1,fx[LAYER3:11].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T7_FXCAP,GRID_FX,note,82,1,SELECT,FX,fx_capture_on_value,LAYER3,11,internal,fx[LAYER3:11].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T7_FXOP,GRID_FX,note,74,1,,FX,fx_opacity_toggle,LAYER3,12,ws,/parameter/by-id/{fx[LAYER3:12].opacity_id},float,0.0<->on_value,"fx[LAYER3:12].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T7_FXBYP,GRID_FX,note,74,1,SHIFT,FX,fx_bypass_toggle,LAYER3,12,ws,/parameter/by-id/{fx[LAYER3:12].bypassed_id},bool_as_int,0|1,fx[LAYER3:12].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T7_FXCAP,GRID_FX,note,74,1,SELECT,FX,fx_capture_on_value,LAYER3,12,internal,fx[LAYER3:12].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T7_FXOP,GRID_FX,note,66,1,,FX,fx_opacity_toggle,LAYER3,13,ws,/parameter/by-id/{fx[LAYER3:13].opacity_id},float,0.0<->on_value,"fx[LAYER3:13].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T7_FXBYP,GRID_FX,note,66,1,SHIFT,FX,fx_bypass_toggle,LAYER3,13,ws,/parameter/by-id/{fx[LAYER3:13].bypassed_id},bool_as_int,0|1,fx[LAYER3:13].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T7_FXCAP,GRID_FX,note,66,1,SELECT,FX,fx_capture_on_value,LAYER3,13,internal,fx[LAYER3:13].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T7_FXOP,GRID_FX,note,58,1,,FX,fx_opacity_toggle,LAYER3,14,ws,/parameter/by-id/{fx[LAYER3:14].opacity_id},float,0.0<->on_value,"fx[LAYER3:14].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
